pair,iso3_o,iso3_d,year,log_trade,fta,log_distance,common_language,contiguity,colony,log_gdp_o,log_gdp_d
AFG_BFA,AFG,BFA,2016,2.93428231123777,0,8.92025541490809,0,0,0,16.7843351030492,16.3099677861078
AFG_BFA,AFG,BFA,2017,1.54030217359924,0,8.92025541490809,0,0,0,16.746889340195,16.4621786258691
AFG_BFA,AFG,BFA,2018,2.61131901214244,0,8.92025541490809,0,0,0,16.7088350953907,16.5812046303862
AFG_BFA,AFG,BFA,2019,2.27634378178882,0,8.92025541490809,0,0,0,16.7493382115755,16.599172867963
AFG_BGR,AFG,BGR,2010,1.77053583277643,0,8.30474226964077,0,0,0,16.5841404784787,17.7005540908901
AFG_BGR,AFG,BGR,2011,9.58224145764616,0,8.30474226964077,0,0,0,16.6986428334862,17.8366580221685
AFG_BGR,AFG,BGR,2012,0.483659955693221,0,8.30474226964077,0,0,0,16.8362669029262,17.77800068107
AFG_BGR,AFG,BGR,2013,1.1622128700777,0,8.30474226964077,0,0,0,16.826607780595,17.8133418703167
AFG_BGR,AFG,BGR,2014,2.60557440951297,0,8.30474226964077,0,0,0,16.8137492047391,17.8538491323073
AFG_BGR,AFG,BGR,2015,5.45598755990086,0,8.30474226964077,0,0,0,16.796280793993,17.7315080112805
AFG_BGR,AFG,BGR,2016,2.45324396927916,0,8.30474226964077,0,0,0,16.7843351030492,17.7743248482378
AFG_BGR,AFG,BGR,2017,4.45744713793881,0,8.30474226964077,0,0,0,16.746889340195,17.8964227657059
AFG_BGR,AFG,BGR,2018,4.40926478511974,0,8.30474226964077,0,0,0,16.7088350953907,18.010656595947
AFG_BGR,AFG,BGR,2019,4.68651051292793,0,8.30474226964077,0,0,0,16.7493382115755,18.0483904575746
AFG_BHR,AFG,BHR,2010,4.31204666902689,0,7.60389796852188,0,0,0,16.5841404784787,17.062528462229
AFG_BHR,AFG,BHR,2011,4.61779021734419,0,7.60389796852188,0,0,0,16.6986428334862,17.1843354803618
AFG_BHR,AFG,BHR,2012,3.21317963232332,0,7.60389796852188,0,0,0,16.8362669029262,17.2416213496929
AFG_BHR,AFG,BHR,2013,4.61181803995956,0,7.60389796852188,0,0,0,16.826607780595,17.3086825611818
AFG_BHR,AFG,BHR,2014,5.06160720351186,0,7.60389796852188,0,0,0,16.8137492047391,17.3236985013969
AFG_BHR,AFG,BHR,2015,5.14724444555824,0,7.60389796852188,0,0,0,16.796280793993,17.2535492252115
AFG_BHR,AFG,BHR,2016,5.4726949534,0,7.60389796852188,0,0,0,16.7843351030492,17.276815088722
AFG_BHR,AFG,BHR,2017,5.92390546867691,0,7.60389796852188,0,0,0,16.746889340195,17.384304294045
AFG_BHR,AFG,BHR,2018,5.91940985015663,0,7.60389796852188,0,0,0,16.7088350953907,17.4478727099499
AFG_BHR,AFG,BHR,2019,6.52301149368723,0,7.60389796852188,0,0,0,16.7493382115755,17.4701431788601
AFG_BIH,AFG,BIH,2010,2.12022353540007,0,8.39795910349254,0,0,0,16.5841404784787,16.6397124274332
AFG_BIH,AFG,BIH,2011,3.12350964349582,0,8.39795910349254,0,0,0,16.6986428334862,16.7234186734024
AFG_BIH,AFG,BIH,2012,4.54351816157431,0,8.39795910349254,0,0,0,16.8362669029262,16.6431794720358
AFG_BIH,AFG,BIH,2013,4.09187484832117,0,8.39795910349254,0,0,0,16.826607780595,16.6975883751376
AFG_BIH,AFG,BIH,2014,5.91448090571647,0,8.39795910349254,0,0,0,16.8137492047391,16.7344414315268
