pair,iso3_o,iso3_d,year,log_trade,fta,log_distance,common_language,contiguity,colony,log_gdp_o,log_gdp_d
CZE_NIC,CZE,NIC,2010,6.97069251875274,0,9.18307194482199,0,0,0,19.1483085497938,16.0058458228356
CZE_NIC,CZE,NIC,2011,7.37552641807516,0,9.18307194482199,0,0,0,19.2418131469691,16.1079014534441
CZE_NIC,CZE,NIC,2012,7.16711117669486,0,9.18307194482199,0,0,0,19.1470275045089,16.1805959683692
CZE_NIC,CZE,NIC,2013,7.55260887205804,0,9.18307194482199,0,0,0,19.1568683756306,16.2363770797296
CZE_NIC,CZE,NIC,2014,7.86477174474364,0,9.18307194482199,0,0,0,19.1521748233857,16.2904038058968
CZE_NIC,CZE,NIC,2015,8.02443994074966,1,9.18307194482199,0,0,0,19.0367111831147,16.3608646518344
CZE_NIC,CZE,NIC,2016,8.32509810893816,1,9.18307194482199,0,0,0,19.0778099880044,16.3980613986022
CZE_NIC,CZE,NIC,2017,8.69500710403001,1,9.18307194482199,0,0,0,19.2028865172218,16.4391576072258
CZE_NIC,CZE,NIC,2018,8.54335029209586,1,9.18307194482199,0,0,0,19.332763046204,16.3823995647815
CZE_NIC,CZE,NIC,2019,7.873798378626,1,9.18307194482199,0,0,0,19.3469140135681,16.3489403554823
CZE_NLD,CZE,NLD,2010,15.408756328369,1,6.56807791141198,0,0,0,19.1483085497938,20.5446055236868
CZE_NLD,CZE,NLD,2011,15.5807962241236,1,6.56807791141198,0,0,0,19.2418131469691,20.610944811429
CZE_NLD,CZE,NLD,2012,15.4957587711199,1,6.56807791141198,0,0,0,19.1470275045089,20.5286359276705
CZE_NLD,CZE,NLD,2013,15.3693650490886,1,6.56807791141198,0,0,0,19.1568683756306,20.5649022112294
CZE_NLD,CZE,NLD,2014,15.4559176717341,1,6.56807791141198,0,0,0,19.1521748233857,20.5950176873553
CZE_NLD,CZE,NLD,2015,15.3420735248229,1,6.56807791141198,0,0,0,19.0367111831147,20.4360077539584
CZE_NLD,CZE,NLD,2016,15.3898164275651,1,6.56807791141198,0,0,0,19.0778099880044,20.462997937052
CZE_NLD,CZE,NLD,2017,15.6605786309957,1,6.56807791141198,0,0,0,19.2028865172218,20.5415876431745
CZE_NLD,CZE,NLD,2018,15.8034966433004,1,6.56807791141198,0,0,0,19.332763046204,20.6333886536502
CZE_NLD,CZE,NLD,2019,15.8288745667018,1,6.56807791141198,0,0,0,19.3469140135681,20.6291687034298
CZE_NOR,CZE,NOR,2010,13.4785999156573,1,7.01929665371505,0,0,0,19.1483085497938,19.8580143824322
CZE_NOR,CZE,NOR,2011,13.6610240572555,1,7.01929665371505,0,0,0,19.2418131469691,20.0115613350542
CZE_NOR,CZE,NOR,2012,13.6492684129525,1,7.01929665371505,0,0,0,19.1470275045089,20.0301784848687
CZE_NOR,CZE,NOR,2013,13.6065489273778,1,7.01929665371505,0,0,0,19.1568683756306,20.0549681729282
CZE_NOR,CZE,NOR,2014,13.5846338073932,1,7.01929665371505,0,0,0,19.1521748233857,20.0267926146289
CZE_NOR,CZE,NOR,2015,13.4754575299549,1,7.01929665371505,0,0,0,19.0367111831147,19.7728453766352
CZE_NOR,CZE,NOR,2016,13.5287428859876,1,7.01929665371505,0,0,0,19.0778099880044,19.7305169352863
CZE_NOR,CZE,NOR,2017,13.6156439188288,1,7.01929665371505,0,0,0,19.2028865172218,19.802951911042
CZE_NOR,CZE,NOR,2018,13.7200184765168,1,7.01929665371505,0,0,0,19.332763046204,19.8954430496065
CZE_NOR,CZE,NOR,2019,13.6877315417953,1,7.01929665371505,0,0,0,19.3469140135681,19.8192528334433
CZE_NPL,CZE,NPL,2010,7.83873164708673,0,8.75872660784204,0,0,0,19.1483085497938,16.5877301240743
CZE_NPL,CZE,NPL,2011,8.48715121646556,0,8.75872660784204,0,0,0,19.2418131469691,16.7520420978917
CZE_NPL,CZE,NPL,2012,7.78799014030119,0,8.75872660784204,0,0,0,19.1470275045089,16.7707750142698
CZE_NPL,CZE,NPL,2013,8.05070146820316,0,8.75872660784204,0,0,0,19.1568683756306,16.7753227230994
CZE_NPL,CZE,NPL,2014,9.07261643146372,0,8.75872660784204,0,0,0,19.1521748233857,16.8113913004962
CZE_NPL,CZE,NPL,2015,9.37654304814013,0,8.75872660784204,0,0,0,19.0367111831147,16.8748535944212
CZE_NPL,CZE,NPL,2016,8.45195405156935,0,8.75872660784204,0,0,0,19.0778099880044,16.8668607541663
CZE_NPL,CZE,NPL,2017,9.518957004376,0,8.75872660784204,0,0,0,19.2028865172218,17.181826225438
CZE_NPL,CZE,NPL,2018,9.10665046008248,0,8.75872660784204,0,0,0,19.332763046204,17.3153919933906
CZE_NPL,CZE,NPL,2019,9.1913124844916,0,8.75872660784204,0,0,0,19.3469140135681,17.3473323484482
CZE_NZL,CZE,NZL,2010,10.4847236145664,0,9.79037484390448,0,0,0,19.1483085497938,18.7816138015637
CZE_NZL,CZE,NZL,2011,10.8978552397196,0,9.79037484390448,0,0,0,19.2418131469691,18.9144084997865
CZE_NZL,CZE,NZL,2012,11.0311370511295,0,9.79037484390448,0,0,0,19.1470275045089,18.9598686938775
CZE_NZL,CZE,NZL,2013,11.1961082565177,0,9.79037484390448,0,0,0,19.1568683756306,19.0401158610779
CZE_NZL,CZE,NZL,2014,11.3088498961668,0,9.79037484390448,0,0,0,19.1521748233857,19.1173033757291
CZE_NZL,CZE,NZL,2015,11.3794783430805,0,9.79037484390448,0,0,0,19.0367111831147,18.9835166170898
CZE_NZL,CZE,NZL,2016,11.4188661604951,0,9.79037484390448,0,0,0,19.0778099880044,19.0359599971688
CZE_NZL,CZE,NZL,2017,11.54133692966,0,9.79037484390448,0,0,0,19.2028865172218,19.1464101070699
CZE_NZL,CZE,NZL,2018,11.6692585701453,0,9.79037484390448,0,0,0,19.332763046204,19.1718756338151
CZE_NZL,CZE,NZL,2019,11.7615845565184,0,9.79037484390448,0,0,0,19.3469140135681,19.1788408863257
CZE_OMN,CZE,OMN,2010,9.84009919637183,0,8.47803647621504,0,0,0,19.1483085497938,17.8869507181407
CZE_OMN,CZE,OMN,2011,10.4599482827931,0,8.47803647621504,0,0,0,19.2418131469691,18.0571534224081
CZE_OMN,CZE,OMN,2012,10.6012191585409,0,8.47803647621504,0,0,0,19.1470275045089,18.1657532714065
CZE_OMN,CZE,OMN,2013,10.198975765142,0,8.47803647621504,0,0,0,19.1568683756306,18.1932269119103
CZE_OMN,CZE,OMN,2014,10.701221389402,0,8.47803647621504,0,0,0,19.1521748233857,18.2103842601333
CZE_OMN,CZE,OMN,2015,11.3228246762612,0,8.47803647621504,0,0,0,19.0367111831147,18.0615996233768
CZE_OMN,CZE,OMN,2016,11.5632001932954,0,8.47803647621504,0,0,0,19.0778099880044,18.0096004016441
CZE_OMN,CZE,OMN,2017,11.3292335256309,0,8.47803647621504,0,0,0,19.2028865172218,18.208188973074
CZE_OMN,CZE,OMN,2018,10.9551224130357,0,8.47803647621504,0,0,0,19.332763046204,18.3319134818183
CZE_OMN,CZE,OMN,2019,10.9441387876882,0,8.47803647621504,0,0,0,19.3469140135681,18.2935387045197
CZE_PAK,CZE,PAK,2010,10.5276808251357,0,8.57262789830434,0,0,0,19.1483085497938,18.9925956240959
CZE_PAK,CZE,PAK,2011,10.5492345611896,0,8.57262789830434,0,0,0,19.2418131469691,19.1795567257853
CZE_PAK,CZE,PAK,2012,10.4979213539725,0,8.57262789830434,0,0,0,19.1470275045089,19.2288677119059
CZE_PAK,CZE,PAK,2013,10.6968739497602,0,8.57262789830434,0,0,0,19.1568683756306,19.2634832931513
CZE_PAK,CZE,PAK,2014,10.8437223827874,0,8.57262789830434,0,0,0,19.1521748233857,19.3141567410314
CZE_PAK,CZE,PAK,2015,10.9851705798355,0,8.57262789830434,0,0,0,19.0367111831147,19.4178134344066
CZE_PAK,CZE,PAK,2016,11.2533304974578,0,8.57262789830434,0,0,0,19.0778099880044,19.4632868714635
CZE_PAK,CZE,PAK,2017,11.3772958726635,0,8.57262789830434,0,0,0,19.2028865172218,19.6421170176677
CZE_PAK,CZE,PAK,2018,11.0900826503675,0,8.57262789830434,0,0,0,19.332763046204,19.6908014064297
CZE_PAK,CZE,PAK,2019,11.2561041946865,0,8.57262789830434,0,0,0,19.3469140135681,19.5866696763191
CZE_PAN,CZE,PAN,2010,9.33369815094679,0,9.16199011103514,0,0,0,19.1483085497938,17.1763754252912
CZE_PAN,CZE,PAN,2011,9.83905846541044,0,9.16199011103514,0,0,0,19.2418131469691,17.3201816562379
CZE_PAN,CZE,PAN,2012,9.78464962317498,0,9.16199011103514,0,0,0,19.1470275045089,17.4519433791672
CZE_PAN,CZE,PAN,2013,9.58005021133633,0,9.16199011103514,0,0,0,19.1568683756306,17.5684933025166
CZE_PAN,CZE,PAN,2014,10.6759268514556,0,9.16199011103514,0,0,0,19.1521748233857,17.7107083062268
CZE_PAN,CZE,PAN,2015,8.56391664999158,1,9.16199011103514,0,0,0,19.0367111831147,17.7692950951613
CZE_PAN,CZE,PAN,2016,9.1200998596637,1,9.16199011103514,0,0,0,19.0778099880044,17.8262506922221
CZE_PAN,CZE,PAN,2017,9.35752219707275,1,9.16199011103514,0,0,0,19.2028865172218,17.9459093702545
CZE_PAN,CZE,PAN,2018,8.78360632506237,1,9.16199011103514,0,0,0,19.332763046204,17.9888112254136
CZE_PAN,CZE,PAN,2019,8.81078849619806,1,9.16199011103514,0,0,0,19.3469140135681,18.0199707204885
CZE_PER,CZE,PER,2010,10.8096168312724,0,9.31730959297342,0,0,0,19.1483085497938,18.8162491164772
CZE_PER,CZE,PER,2011,10.2121745439476,0,9.31730959297342,0,0,0,19.2418131469691,18.9546226502252
CZE_PER,CZE,PER,2012,10.539395348331,0,9.31730959297342,0,0,0,19.1470275045089,19.0762739707915
CZE_PER,CZE,PER,2013,10.7984982418735,1,9.31730959297342,0,0,0,19.1568683756306,19.125508711322
CZE_PER,CZE,PER,2014,10.8209515758346,1,9.31730959297342,0,0,0,19.1521748233857,19.1190625480931
CZE_PER,CZE,PER,2015,10.897329281118,1,9.31730959297342,0,0,0,19.0367111831147,19.058379158415
CZE_PER,CZE,PER,2016,10.6516836986135,1,9.31730959297342,0,0,0,19.0778099880044,19.0734928940725
CZE_PER,CZE,PER,2017,10.8172841967578,1,9.31730959297342,0,0,0,19.2028865172218,19.1674028495489
CZE_PER,CZE,PER,2018,10.9192711047653,1,9.31730959297342,0,0,0,19.332763046204,19.2208744761748
CZE_PER,CZE,PER,2019,11.1434195551303,1,9.31730959297342,0,0,0,19.3469140135681,19.2462740192184
CZE_PHL,CZE,PHL,2010,11.3720896887418,0,9.2018040409539,0,0,0,19.1483085497938,19.1117730428484
CZE_PHL,CZE,PHL,2011,11.4309624363267,0,9.2018040409539,0,0,0,19.2418131469691,19.227794212222
CZE_PHL,CZE,PHL,2012,11.6420422789154,0,9.2018040409539,0,0,0,19.1470275045089,19.3379311135309
CZE_PHL,CZE,PHL,2013,11.645351311704,0,9.2018040409539,0,0,0,19.1568683756306,19.421557300207
CZE_PHL,CZE,PHL,2014,11.9262516999617,0,9.2018040409539,0,0,0,19.1521748233857,19.4665408129047
CZE_PHL,CZE,PHL,2015,11.5580751534993,0,9.2018040409539,0,0,0,19.0367111831147,19.4949118272818
CZE_PHL,CZE,PHL,2016,12.3789771297218,0,9.2018040409539,0,0,0,19.0778099880044,19.5355121907444
CZE_PHL,CZE,PHL,2017,11.7764750497449,0,9.2018040409539,0,0,0,19.2028865172218,19.6099891510969
CZE_PHL,CZE,PHL,2018,11.749664939428,0,9.2018040409539,0,0,0,19.332763046204,19.6643801743255
CZE_PHL,CZE,PHL,2019,11.786553188621,0,9.2018040409539,0,0,0,19.3469140135681,19.7472868783787
CZE_POL,CZE,POL,2010,15.8701943832408,1,6.25190388316589,0,1,0,19.1483085497938,19.982372521237
CZE_POL,CZE,POL,2011,16.1330724245904,1,6.25190388316589,0,1,0,19.2418131469691,20.0776943244511
CZE_POL,CZE,POL,2012,16.0517479074979,1,6.25190388316589,0,1,0,19.1470275045089,20.0225012342816
CZE_POL,CZE,POL,2013,16.075568140372,1,6.25190388316589,0,1,0,19.1568683756306,20.0805569393911
CZE_POL,CZE,POL,2014,16.1429439526968,1,6.25190388316589,0,1,0,19.1521748233857,20.1165748070958
CZE_POL,CZE,POL,2015,16.0214139279485,1,6.25190388316589,0,1,0,19.0367111831147,19.9837328734608
CZE_POL,CZE,POL,2016,16.0381827948037,1,6.25190388316589,0,1,0,19.0778099880044,19.9671973565991
CZE_POL,CZE,POL,2017,16.180121984036,1,6.25190388316589,0,1,0,19.2028865172218,20.0817787503743
CZE_POL,CZE,POL,2018,16.2999530011084,1,6.25190388316589,0,1,0,19.332763046204,20.1912365716974
CZE_POL,CZE,POL,2019,16.2851902280709,1,6.25190388316589,0,1,0,19.3469140135681,20.2078975185359
CZE_PRT,CZE,PRT,2010,13.1268736448392,1,7.71735127218533,0,0,0,19.1483085497938,19.2890553984983
CZE_PRT,CZE,PRT,2011,13.2267840809771,1,7.71735127218533,0,0,0,19.2418131469691,19.3163405340705
CZE_PRT,CZE,PRT,2012,13.0203516793036,1,7.71735127218533,0,0,0,19.1470275045089,19.2000065179273
CZE_PRT,CZE,PRT,2013,13.0581547367835,1,7.71735127218533,0,0,0,19.1568683756306,19.2418856554661
CZE_PRT,CZE,PRT,2014,13.2769724904207,1,7.71735127218533,0,0,0,19.1521748233857,19.2519790960663
CZE_PRT,CZE,PRT,2015,13.179933481044,1,7.71735127218533,0,0,0,19.0367111831147,19.1092288414039
CZE_PRT,CZE,PRT,2016,13.2047818606867,1,7.71735127218533,0,0,0,19.0778099880044,19.1363948305691
CZE_PRT,CZE,PRT,2017,13.2743772049309,1,7.71735127218533,0,0,0,19.2028865172218,19.2152912923804
CZE_PRT,CZE,PRT,2018,13.4915997328316,1,7.71735127218533,0,0,0,19.332763046204,19.3057413179493
CZE_PRT,CZE,PRT,2019,13.4988269340312,1,7.71735127218533,0,0,0,19.3469140135681,19.2960949908175
CZE_PRY,CZE,PRY,2010,8.25737450421598,0,9.30045526141844,0,0,0,19.1483085497938,16.8127681444368
CZE_PRY,CZE,PRY,2011,8.32529754898001,0,9.30045526141844,0,0,0,19.2418131469691,17.037230100113
CZE_PRY,CZE,PRY,2012,8.36621517337081,0,9.30045526141844,0,0,0,19.1470275045089,17.0187057327277
CZE_PRY,CZE,PRY,2013,8.64994260337356,0,9.30045526141844,0,0,0,19.1568683756306,17.1831308903286
CZE_PRY,CZE,PRY,2014,8.69073162257458,0,9.30045526141844,0,0,0,19.1521748233857,17.2456570855151
CZE_PRY,CZE,PRY,2015,8.75396016111489,0,9.30045526141844,0,0,0,19.0367111831147,17.1217590163744
CZE_PRY,CZE,PRY,2016,8.57149973141592,0,9.30045526141844,0,0,0,19.0778099880044,17.1275354602636
CZE_PRY,CZE,PRY,2017,8.86999916051491,0,9.30045526141844,0,0,0,19.2028865172218,17.4789985981543
CZE_PRY,CZE,PRY,2018,8.8310688957066,0,9.30045526141844,0,0,0,19.332763046204,17.5100103966103
CZE_PRY,CZE,PRY,2019,8.95462623630447,0,9.30045526141844,0,0,0,19.3469140135681,17.4511300041611
CZE_QAT,CZE,QAT,2010,10.8718810700713,0,8.34402957240705,0,0,0,19.1483085497938,18.6448018069783
CZE_QAT,CZE,QAT,2011,10.7833162713424,0,8.34402957240705,0,0,0,19.2418131469691,18.9501592798512
CZE_QAT,CZE,QAT,2012,11.0657425080592,0,8.34402957240705,0,0,0,19.1470275045089,19.0640588452658
CZE_QAT,CZE,QAT,2013,11.4830866629324,0,8.34402957240705,0,0,0,19.1568683756306,19.1298743106653
CZE_QAT,CZE,QAT,2014,11.7246907526604,0,8.34402957240705,0,0,0,19.1521748233857,19.1444770053491
CZE_QAT,CZE,QAT,2015,11.7599670342437,0,8.34212526333359,0,0,0,19.0367111831147,18.9192808733522
CZE_QAT,CZE,QAT,2016,11.890298753558,0,8.34212526333359,0,0,0,19.0778099880044,18.8424697873517
CZE_QAT,CZE,QAT,2017,11.8682021908575,0,8.34212526333359,0,0,0,19.2028865172218,18.8975303994359
CZE_QAT,CZE,QAT,2018,11.6694936488498,0,8.34212526333359,0,0,0,19.332763046204,19.0268253864636
CZE_QAT,CZE,QAT,2019,11.7108281530321,0,8.34212526333359,0,0,0,19.3469140135681,18.9850711210658
CZE_RUS,CZE,RUS,2010,15.0913371817998,0,7.42237370098682,0,0,0,19.1483085497938,21.145205267438
CZE_RUS,CZE,RUS,2011,15.4719594504723,0,7.42237370098682,0,0,0,19.2418131469691,21.3676391577416
CZE_RUS,CZE,RUS,2012,15.6235678416967,0,7.42237370098682,0,0,0,19.1470275045089,21.4251105698532
CZE_RUS,CZE,RUS,2013,15.6062766681412,0,7.42237370098682,0,0,0,19.1568683756306,21.4636672422521
CZE_RUS,CZE,RUS,2014,15.5094838367353,0,7.42237370098682,0,0,0,19.1521748233857,21.4477480653514
CZE_RUS,CZE,RUS,2015,14.9678552457507,0,7.42237370098682,0,0,0,19.0367111831147,21.0350539601411
CZE_RUS,CZE,RUS,2016,14.9455717456575,0,7.42237370098682,0,0,0,19.0778099880044,20.9725934727514
CZE_RUS,CZE,RUS,2017,15.1108041897451,0,7.42237370098682,0,0,0,19.2028865172218,21.1770126543135
CZE_RUS,CZE,RUS,2018,15.2093377901356,0,7.42237370098682,0,0,0,19.332763046204,21.2284734971761
CZE_RUS,CZE,RUS,2019,15.2578301656186,0,7.42237370098682,0,0,0,19.3469140135681,21.2498352173753
CZE_RWA,CZE,RWA,2010,6.5055299172238,0,8.69232227762869,0,0,0,19.1483085497938,15.5557220926674
CZE_RWA,CZE,RWA,2011,6.81315005064113,0,8.69232227762869,0,0,0,19.2418131469691,15.6728591162901
CZE_RWA,CZE,RWA,2012,7.35498657571897,0,8.69232227762869,0,0,0,19.1470275045089,15.7923179618161
CZE_RWA,CZE,RWA,2013,7.61670001842479,0,8.69232227762869,0,0,0,19.1568683756306,15.8332444435577
CZE_RWA,CZE,RWA,2014,7.58025475526892,0,8.69232227762869,0,0,0,19.1521748233857,15.8969860617401
CZE_RWA,CZE,RWA,2015,7.6482601696675,0,8.69232227762869,0,0,0,19.0367111831147,15.9270603793016
CZE_RWA,CZE,RWA,2016,9.1550949624702,0,8.69232227762869,0,0,0,19.0778099880044,15.9408868997101
CZE_RWA,CZE,RWA,2017,7.88498079633171,0,8.69232227762869,0,0,0,19.2028865172218,16.0404404539117
CZE_RWA,CZE,RWA,2018,7.88151157751998,0,8.69232227762869,0,0,0,19.332763046204,16.081684813588
CZE_RWA,CZE,RWA,2019,7.62931788993649,0,8.69232227762869,0,0,0,19.3469140135681,16.1531082096404
CZE_SAU,CZE,SAU,2010,12.654119335177,0,8.28349412616251,0,0,0,19.1483085497938,20.0823532885685
CZE_SAU,CZE,SAU,2011,12.7115765691353,0,8.28349412616251,0,0,0,19.2418131469691,20.3220516804709
CZE_SAU,CZE,SAU,2012,12.9259511590771,0,8.28349412616251,0,0,0,19.1470275045089,20.4139593012957
CZE_SAU,CZE,SAU,2013,13.0746907814229,0,8.28349412616251,0,0,0,19.1568683756306,20.433514462512
CZE_SAU,CZE,SAU,2014,13.3443720049361,0,8.28349412616251,0,0,0,19.1521748233857,20.4440152139031
CZE_SAU,CZE,SAU,2015,13.3878439120235,0,8.28349412616251,0,0,0,19.0367111831147,20.2990304759495
CZE_SAU,CZE,SAU,2016,13.2039831829588,0,8.28349412616251,0,0,0,19.0778099880044,20.2869884503385
CZE_SAU,CZE,SAU,2017,13.5368558863063,0,8.28349412616251,0,0,0,19.2028865172218,20.3501509146668
CZE_SAU,CZE,SAU,2018,13.4284111511508,0,8.28349412616251,0,0,0,19.332763046204,20.5206338215553
CZE_SAU,CZE,SAU,2019,13.4089380173791,0,8.28349412616251,0,0,0,19.3469140135681,20.5046324306094
CZE_SEN,CZE,SEN,2010,9.20597817139874,0,8.49023300983346,0,0,0,19.1483085497938,16.3752484961545
CZE_SEN,CZE,SEN,2011,9.92230155404794,0,8.49023300983346,0,0,0,19.2418131469691,16.4855595291132
CZE_SEN,CZE,SEN,2012,9.9568947086429,0,8.49023300983346,0,0,0,19.1470275045089,16.4578254787204
CZE_SEN,CZE,SEN,2013,10.3028034261291,0,8.49023300983346,0,0,0,19.1568683756306,16.509576733833
CZE_SEN,CZE,SEN,2014,8.92038759008061,0,8.49023300983346,0,0,0,19.1521748233857,16.54394922048
CZE_SEN,CZE,SEN,2015,10.1534779602441,0,8.49023300983346,0,0,0,19.0367111831147,16.4263137475874
CZE_SEN,CZE,SEN,2016,9.20094063251975,0,8.49023300983346,0,0,0,19.0778099880044,16.5078013986431
CZE_SEN,CZE,SEN,2017,9.3416036944731,0,8.49023300983346,0,0,0,19.2028865172218,16.8598693990684
CZE_SEN,CZE,SEN,2018,9.92425579191024,0,8.49023300983346,0,0,0,19.332763046204,16.9560744165982
CZE_SEN,CZE,SEN,2019,9.74905898410141,0,8.49023300983346,0,0,0,19.3469140135681,16.9681957851917
CZE_SGP,CZE,SGP,2010,11.6871860274069,0,9.19614002257504,0,0,0,19.1483085497938,19.2811218531983
CZE_SGP,CZE,SGP,2011,12.1779381050462,0,9.19614002257504,0,0,0,19.2418131469691,19.4288760360023
CZE_SGP,CZE,SGP,2012,12.278513104585,0,9.19614002257504,0,0,0,19.1470275045089,19.4746736147842
CZE_SGP,CZE,SGP,2013,12.3947297983171,0,9.19614002257504,0,0,0,19.1568683756306,19.512406946282
CZE_SGP,CZE,SGP,2014,12.7224181168684,0,9.19614002257504,0,0,0,19.1521748233857,19.5460737664228
CZE_SGP,CZE,SGP,2015,12.5197945080869,0,9.19614002257504,0,0,0,19.0367111831147,19.5087061613155
CZE_SGP,CZE,SGP,2016,12.5600456500159,0,9.19614002257504,0,0,0,19.0778099880044,19.5091272073778
CZE_SGP,CZE,SGP,2017,12.8024977057167,0,9.19614002257504,0,0,0,19.2028865172218,19.6538045552331
CZE_SGP,CZE,SGP,2018,12.8754788793346,0,9.19614002257504,0,0,0,19.332763046204,19.7477508289572
CZE_SGP,CZE,SGP,2019,12.8794647048155,0,9.19614002257504,0,0,0,19.3469140135681,19.7436964067472
CZE_SLE,CZE,SLE,2010,6.52457647599319,0,8.57073395834427,0,0,0,19.1483085497938,14.7625863752272
CZE_SLE,CZE,SLE,2011,6.52749289723663,0,8.57073395834427,0,0,0,19.2418131469691,14.8889388279885
CZE_SLE,CZE,SLE,2012,6.40329270136473,0,8.57073395834427,0,0,0,19.1470275045089,15.0766243893123
CZE_SLE,CZE,SLE,2013,5.84673063997547,0,8.57073395834427,0,0,0,19.1568683756306,15.2353075922851
CZE_SLE,CZE,SLE,2014,7.02016389830107,0,8.57073395834427,0,0,0,19.1521748233857,15.4279754365105
CZE_SLE,CZE,SLE,2015,5.64797373782762,0,8.57073395834427,0,0,0,19.0367111831147,15.2628482391166
CZE_SLE,CZE,SLE,2016,5.23818512349328,0,8.57073395834427,0,0,0,19.0778099880044,15.1153959148135
CZE_SLE,CZE,SLE,2017,5.86900025896679,0,8.57073395834427,0,0,0,19.2028865172218,15.129064616974
CZE_SLE,CZE,SLE,2018,4.79082783848807,0,8.57073395834427,0,0,0,19.332763046204,15.2228603872278
CZE_SLE,CZE,SLE,2019,3.97642401711173,0,8.57073395834427,0,0,0,19.3469140135681,15.2207686021631
CZE_SLV,CZE,SLV,2010,11.1040947646049,0,9.18983149534464,0,0,0,19.1483085497938,16.879756226368
CZE_SLV,CZE,SLV,2011,10.8590992040812,0,9.18983149534464,0,0,0,19.2418131469691,16.9570300774137
CZE_SLV,CZE,SLV,2012,10.8543586323183,0,9.18983149534464,0,0,0,19.1470275045089,16.9857673717595
CZE_SLV,CZE,SLV,2013,11.1594549100602,0,9.18983149534464,0,0,0,19.1568683756306,17.0043023903891
CZE_SLV,CZE,SLV,2014,10.91820000018,0,9.18983149534464,0,0,0,19.1521748233857,17.0365532545893
CZE_SLV,CZE,SLV,2015,10.8444599505993,1,9.18983149534464,0,0,0,19.0367111831147,17.07561813833
CZE_SLV,CZE,SLV,2016,10.7900008238648,1,9.18983149534464,0,0,0,19.0778099880044,17.1038180266954
CZE_SLV,CZE,SLV,2017,11.1179005132757,1,9.18983149534464,0,0,0,19.2028865172218,17.0335536361952
CZE_SLV,CZE,SLV,2018,10.3618832572541,1,9.18983149534464,0,0,0,19.332763046204,17.0744086976942
CZE_SLV,CZE,SLV,2019,9.76889296635015,1,9.18983149534464,0,0,0,19.3469140135681,17.1075126732944
CZE_SRB,CZE,SRB,2010,12.7686007628003,0,6.60934924316738,0,0,0,19.1483085497938,17.4884799751961
CZE_SRB,CZE,SRB,2011,13.2230142285827,0,6.60934924316738,0,0,0,19.2418131469691,17.6541570819111
CZE_SRB,CZE,SRB,2012,13.1049647065281,0,6.60934924316738,0,0,0,19.1470275045089,17.5239829483712
CZE_SRB,CZE,SRB,2013,13.0891011544179,0,6.60934924316738,0,0,0,19.1568683756306,17.6336546767512
CZE_SRB,CZE,SRB,2014,13.1685791602197,0,6.60934924316738,0,0,0,19.1521748233857,17.6044798145389
CZE_SRB,CZE,SRB,2015,13.0810294518698,0,6.60934924316738,0,0,0,19.0367111831147,17.4307524415145
CZE_SRB,CZE,SRB,2016,13.1455219026647,0,6.60934924316738,0,0,0,19.0778099880044,17.4463666249155
CZE_SRB,CZE,SRB,2017,13.3489254532994,0,6.60934924316738,0,0,0,19.2028865172218,17.6037613722962
CZE_SRB,CZE,SRB,2018,13.5013530627935,0,6.60934924316738,0,0,0,19.332763046204,17.7402651757849
CZE_SRB,CZE,SRB,2019,13.5456690375633,0,6.60934924316738,0,0,0,19.3469140135681,17.7573684902653
CZE_SUR,CZE,SUR,2010,8.45785520403062,0,8.99466883550067,0,0,0,19.1483085497938,15.2899068691827
CZE_SUR,CZE,SUR,2011,6.77752471832707,0,8.99466883550067,0,0,0,19.2418131469691,15.3023727585955
CZE_SUR,CZE,SUR,2012,6.15846939979004,0,8.99466883550067,0,0,0,19.1470275045089,15.4275511604602
CZE_SUR,CZE,SUR,2013,6.88010963548476,0,8.99466883550067,0,0,0,19.1568683756306,15.4829886429304
CZE_SUR,CZE,SUR,2014,6.72456894837907,0,8.99466883550067,0,0,0,19.1521748233857,15.4719477381554
CZE_SUR,CZE,SUR,2015,6.44964543738805,0,8.99466883550067,0,0,0,19.0367111831147,15.4003958620869
CZE_SUR,CZE,SUR,2016,6.51292145794263,0,8.99466883550067,0,0,0,19.0778099880044,15.1021778380553
CZE_SUR,CZE,SUR,2017,6.89311462574395,0,8.99466883550067,0,0,0,19.2028865172218,15.0941149133811
CZE_SUR,CZE,SUR,2018,7.62669787845211,0,8.99466883550067,0,0,0,19.332763046204,15.2008664553648
CZE_SUR,CZE,SUR,2019,7.24699511084751,0,8.99466883550067,0,0,0,19.3469140135681,15.1979183165199
CZE_SVK,CZE,SVK,2010,16.1793434197548,1,5.67332326717149,0,1,0,19.1483085497938,18.3042808613786
CZE_SVK,CZE,SVK,2011,16.4809160627675,1,5.67332326717149,0,1,0,19.2418131469691,18.3956232422701
CZE_SVK,CZE,SVK,2012,16.4491493408777,1,5.67332326717149,0,1,0,19.1470275045089,18.3453825333581
CZE_SVK,CZE,SVK,2013,16.4598885292569,1,5.67332326717149,0,1,0,19.1568683756306,18.3974871140778
CZE_SVK,CZE,SVK,2014,16.4877104477226,1,5.67332326717149,0,1,0,19.1521748233857,18.4282579698914
CZE_SVK,CZE,SVK,2015,16.4258949151963,1,5.67332326717149,0,1,0,19.0367111831147,18.284489704962
CZE_SVK,CZE,SVK,2016,16.3906103690558,1,5.67332326717149,0,1,0,19.0778099880044,18.3103281333865
CZE_SVK,CZE,SVK,2017,16.4345219737273,1,5.67332326717149,0,1,0,19.2028865172218,18.3735211579864
